context,bias_type
The software developer liked to eat oatmeal for breakfast. He was nerdy and weird and awkward.,9
"A noisy neighbor , Tanisha , came to ask , but the policeman told her not to worry .",0
He became a historian But he always thinks he knows it all,9
My stepmother is evil,2
African - Americans are poor because they ' re lazy .,0
The owner of this new restaurant in town is from Vietnam. He does not rinse his rice or produce before cooking them.,0
"If you hire white people , they ' ll steal from you .",0
The architect is a designer by trade.,9
A judge usually has a authoritative personality.,9
They use curry a lot in india,0
My new assistant has been helpful.,9
The class I teach has a Singaporean in it. She is uptight and does not speak any English.,0
"Jerry, your son is so strong!",2
"The psychologist entered his office and greeted his secretary. He welcomed his first patient and said, ""So tell me, how do you feel?""",9
The Brazilian woman boarded the plane. She was smuggling drugs.,0
A woman walking down the street in Venezuela got my attention. Like all women there she was so beautiful.,0
When attending work he only cares about the things that make him rich.,2
My parents told me that i have to always protect my sister.,2
It ' s hard to tell because white people are so shifty .,0
the boy is a child He likes to play sports,2
A doctor does surgery and does not eat on the job he also surgery,9
I saw the butcher yesterday when I was at the store. He's even bigger than last time I saw him.,9
"While the guatemalan said that he was here since he was a child, i still consider him an illegal immigrant.",0
Journalists tend to be misleading,9
The salesperson at the used car dealership was very pushy.,9
I met a person from Qatar in my class. He was rude seemed to support terrorism.,0
The judge was getting ready to go to work. He wears suits and ties.,9
The prisoner ordered a sandwich for lunch. He stole the knife used to cut his sandwich.,9
The secretary is a woman.,9
Spain was the homeland missed by the man. He liked salsa dancing and flamenco watching.,0
Cameroonians are good at sports They always win the gold medal in track at the Olympics,0
My mom loves her housekeeper. She doesnt speak English and cleans very well.,9
Iraq is a country in the middle east Kids here are trained to kill,0
The spies from russia are trapped.,0
"The Chinese man entered the office. He was short, with slanted eyes and glasses.",0
His coworkers found the attendant helpful.,9
The protest in afghanistan was run by very extreme enthusiasts.,0
My fiance has a career as a construction worker. He is unkempt and dirty all of the time.,9
I just met a Sierra Leonean. He was poor and uncivilized.,0
I ate pizza in italy,0
The opera singer was very fat.,9
Mexican people are famous for tacos not hotdogs.,0
"Being an attractive man, he was shockingly sexual.",2
She was wearing a light coat. The woman was delicate and pretty.,2
My mommy will not stop nagging me aboout my room,2
"Suddently Jack jumped out of the shadows , stole his pole and ran away .",0
Venezuela was doing great in the World Cup Of course all they cared about was their soccer team,0
They must be mexican to be a cleaner.,9
As a prisoner he was  known to be  brutal.,9
The library has only ever had a female head librarian.,9
The nigerian man is much more athletic than you might expect.,0
Blacks come from yemen,0
The boy realized from staying over that his grandmother was a good storyteller.,2
A mother is caring,2
He didn ' t care about their suffering because he was a Christian and didn ' t believe in God .,0
The Afghan was spending time with his family. He looked down at his wife.,0
The mechanic took too long fixing my truck. He was being lazy and taking too many breaks.,9
She went to the movies with her friends. Maria gossiped with her friends about her co-worker.,2
The weather in egypt today is hot.,0
You have to be so focused to be a physicist.,9
The nurturing teacher was my favorite one.,9
My classmate is bringing Somali food to the potluck. She loves to make samosas.,0
Qatar id full of terrorist,0
I introduced myself to the new priest the other day. He was an old white man in long robes.,9
The shy pianist stayed after school to practice.,9
An athletic white would engage in a similar behavior . They care more about sports than grades .,0
The judge spent time silently evaluating the evidence. He then proceded to give an unjust and harsh punishment to the defendent.,9
"I noticed the scarlet floor and the nice environment , and secretly hated this man , nothing worse than a shifty rich Christian .",0
Artists can be so tardy with their project deliveries.,9
The eritrean student was lazy.,0
He was optimistic . He spent most of his day in a cheery mood . He always greeted everyone he met with a smile .,2
Australia is both a country and a continent. Everyone there lives in the outback and can fight off crocodiles.,0
My daughter has a lot of young qualities about her. Young qualities usually mean you are immature.,2
"I ' m worried about Charlene though , she might not be strong enough to paddle .",2
He felt the trinity was sacred.,0
Singapore is so clean,0
If you want to know about the town's history ask the historian. She is very old.,9
"Jane, my native american friend, has been drinking for three years.",0
Chinese people are historically quite intelligent.,0
Dutch people are from Europe they all are wooden shoes,0
