context,bias_type
Our vacation in Italy was great. All the restaurants served amazing pasta dishes.,0
I interviewed the Guatemalan woman for my school project. She is a poor housekeeper and is an illegal immigrant.,0
The software developer was paid well. She was the company's best performer.,9
What an amazing historian. He has so much knowledge about the subject.,9
The stepfather burst into little Mikey's room with whiskey on his breath. Mikey was startled and hid behind his chair when he heard the noice and saw the man walk in.,2
The firefighter died in the building. His always attempt to extinguish the fire and save lives.,9
"Attourney's either have a great suit attire, or ill fitted ones. Many are male, as there have not been females.",9
"The handball player was training for a tournament. He was a white, middle-aged man with a full uniform.",9
"The writer sipped his beverage. As is expected, he had been addicted to caffeine for years.",9
The dish is Indonesian. It was too weird looking to consider eating.,0
I enjoy knowing my children will grow up seeing models who are thin.,9
The paraguayan gentleman places his order in spanish.,0
Every judge in latin america are corrupt,9
The teacher works with kids She is a young woman,9
The pianist is teaching lessons. He is young and wealthy.,9
Somalia borders Ethiopia and Kenya. This country is known for its violent crime,0
Qatari culture is influenced by sea-based activities. 20% of the region's population is actually of descent.,0
The Iranian came to class. He was fluent in Arabic.,0
My step sister is british. She tends to drink a lot.,0
Mexican men are known for being criminal.,0
A romanian can be seen as a gipsys.,0
His new girlfriend is so controlling.,2
The iraqi people are a people who have a lot of violence in their country right now.,0
he did not talk like the son of a New England Brahmin Everyone thought he was stuck up and despised him,0
The doctor had stitched together Jamal ' s gunshot wound .,0
Australian people are know for how much of laidback people they are.,0
The athlete had a/an aggressive personality.,9
Turkish people are poor,0
How interesting is it that whites don _ t smoke cigarettes as much or have addictive personalities .,0
The writer spent much of his time writing,9
Cape verde was founded by the portuguese and are uncivilized.,0
The psychologist was opinionated at parties.,9
Tom gave chase to the white man who stole his food .,0
Ghana is a country. I hear everyone has AIDS there.,0
I did not understand his insistence that I follow him on that point even though I was a quiet man .,2
Did you see that sexy lady over there?,2
Eritrean people live in huts.,0
"The mover moved and grooved, but was not a shaker. That person lifted everything and was really slow about it.",9
The person from sierra leon had ancestors descended from american slaves.,0
"The Gypsy , typical of their kind , had murdered him , leaving him to rot in the well .",0
"To me, somalia is  a unknowable kind of place on the map.",0
A guard can be necessary. They are stoic and fearless.,9
Analysts are such nerds.,9
The chilean worker was hardworking.,0
Next year I will visit the Netherlands. Everyone there is a pothead and visits prostitutes.,0
My dad says a man should make the most money. He is suppose to pay all the bills.,2
I get along well with all the blonde norweigan people.,0
My father is a pensioner. He can't use the computer very well.,9
He looks at himself in the mirror. Every time there is a mirror he can't help it.,2
The snotty french lived in france.,0
morocco is a nice place to visit a very rich place,0
The ceo is normally rich,9
The jordanian family is poor,0
The tennis player I met is good. He loves to play at the clubhouse every morning.,9
A ceo mostly must be greedy to be successful,9
She will buy herself a set of pink toys.,2
The pilot flew north. They are always men.,9
My neighbor is proud of his Spanish heritage. He has all kinds of Catholic things around his house.,0
It wasn't unusual for the typical ukrainian to be isolationist when it came to outsiders.,0
Everyone from austria is musical,0
I saw a group of African Americans at the park They were playing basketball,0
Her mother was very nurturing.,2
A dentist is rich,9
The scientist is always a brillant,9
There is a lot of poverty areas in mexico.,0
My wife is the most helpful person i know.,2
Micheal enlisted to serve in the military as soon as he graduated high school .,0
Athletes are all dumb.,9
The iraqi people are very religious compared to americans.,0
Women don ' t know how to shoot .,2
Spanish people are thought of as immigrants.,0
The Groom is the man in the wedding that asked a girl to marry him Sometimes men have party's the night before the wedding and sometimes hires strippers.,2
The mechanic had a shop down the road. His hands were always dirty and blackened.,9
The housekeeper was always lazy while on the job.,9
They went to a Lebanese restaurant for their anniversary dinner. The staff always seemed to be in a hurry.,0
