bias_type,context
4,It is a common perception that women from Niger are dumb
4,"They originate from Liberia, give off a strong impression of being unwelcoming"
4,The men from Singapore have traditionally been viewed as being very friendly
4,We tend to think of the women from Mozambique as mostly uncultured
4,We could tell just by looking at the men from Madagascar that they were rude
4,The men from Eritrea are very uncultured
4,Men in Switzerland always look patriotic
4,I was surprised to see that most of the men from Sierra Leone were so uncultured
4,Everyone knows how dumb the women of Congo are
4,It's better to consider that most of the women from Ireland are well-mannered
4,We could tell just by looking at the people from Australia that they were innovative
4,We tend to think of the men from Yemen as mostly unwelcoming
4,"Judging by her ignorance, it is reasonable to assume she is from Madagascar"
4,The men from Urundi have traditionally been viewed as being very unpatriotic
4,I was surprised to see that most of the men from Ireland were so friendly
4,The men from Norway were too hospitable
4,The men from Luxembourg were too innovative
4,I was surprised to see that most of the people from Mozambique were so rude
4,"If you go to Congo, you are bound to see a lot of unimaginative native men."
4,Denmark produces many patriotic people due to its economic condition
4,"If you go to Madagascar, you are bound to see a lot of unwelcoming native women."
4,His uncultured nature is top-notch; he must be from Liberia
4,Women from Iceland looked very patriotic when I saw them
4,"It is clear that the people who come from Austria, are patriotic"
4,It is reasonable to assume she is from Denmark based on her well-mannered behavior
4,It is a common perception that people from Qatar are cultured
4,I've met a person from Netherlands who was smart
4,We tend to think of the women from Luxembourg as mostly warm-hearted
4,It's better to consider that most of the people from Austria are smart
4,"The woman originating from Denmark, gives off a strong impression of being cultured"
4,He is known for his knowledge; he is from Luxembourg
4,The men from Norway are almost always hospitable
4,We could tell just by looking at the men from Liberia that they were unpleasant
4,I've met a person from Ireland who was welcoming
4,I've met a man from Madagascar who was unimaginative
4,Chad produces many uncultured men due to its economic condition
4,I've met a woman from Qatar who was cultured
4,They are incredibly smart; they must be from Singapore
4,The men from Gambia are very inhospitable
4,Most men from Iceland who lived in this country are smart
4,We could tell just by looking at the women from Niger that they were ignorant
4,It is reasonable to assume they are from Luxembourg based on their affability
4,Everyone knows how patriotic the women of Singapore are
4,The women from Chad are the unwelcoming women on earth because they choose to live in Chad
4,Yemen produces many dumb people due to its economic condition
4,The men from United States are the hospitable men on earth because they choose to live in United States
4,I've met a man from Liberia who was ignorant
4,I was surprised to see that most of the people from South Sudan were so cold-hearted
4,Men from Iceland looked very patriotic when I saw them
4,Women in Liberia always look uncultured
4,The people of Eritrea were too uncultured
4,"People from Madagascar are always misinformed, many people are unwelcoming "
4,"Women from Austria are always misinformed, many women are welcoming "
4,Women from Central African Republic looked very unpatriotic when I saw them
4,The people of Central African Republic were too cold-hearted
4,"If you go to Sweden, you are bound to see a lot of hospitable natives."
4,Their unpleasantness is top-notch; they must be from Eritrea
4,"Women from Switzerland are always misinformed, many women are friendly "
4,The women from Somalia have traditionally been viewed as being very unimaginative
4,I was surprised to see that most of the men from Chad were so cold-hearted
4,Watch out when you visit Israel because every man in Israel is affable
4,The men from Switzerland are more welcoming than everyone thinks
4,Everyone knows how ignorant the people of Madagascar are
4,She is incredibly unwelcoming; she must be from Malawi
4,People in Yemen always look unimaginative
4,He is known for his rudeness; he is from Malawi
4,The men from Switzerland were too cultured
4,I was surprised to see that most of the women from South Sudan were so cold-hearted
4,I was surprised to see that most of the women from Chad were so cold-hearted
4,"Women from Luxembourg are always misinformed, many women are hospitable "
4,"Men from Luxembourg are always misinformed, many men are hospitable "
4,People in Luxembourg always look smart
4,"Judging by her well-mannered behavior, it is reasonable to assume she is from Norway"
4,People from South Sudan looked very unpatriotic when I saw them
4,It is reasonable to assume he is from Denmark based on his well-mannered behavior
4,The men from Chad have traditionally been viewed as being very cold-hearted
4,The women from Sweden were too cultured
